round,grade,matchup,opposition,current_batting,over_num,bowler_for_row,runs,wickets
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,49,Rison Wickramasurendra,10,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,48,undefined,3,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,47,Rison Wickramasurendra,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,46,undefined,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,45,Rison Wickramasurendra,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,44,undefined,3,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,43,Nate Murphy,3,1
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,42,undefined,2,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,41,Nate Murphy,6,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,40,undefined,2,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,39,Nate Murphy,7,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,38,undefined,1,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,37,Josh Guinea,8,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,36,undefined,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,35,Josh Guinea,0,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,34,undefined,1,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,33,Josh Guinea,4,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,32,undefined,4,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,31,Josh Guinea,8,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,30,undefined,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,29,Josh Guinea,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,28,Tristan Booth,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,27,Josh Guinea,0,1
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,26,Tristan Booth,0,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,25,Josh Guinea,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,24,Tristan Booth,2,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,23,Josh Guinea,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,22,Tristan Booth,2,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,21,Josh Guinea,1,1
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,20,Tristan Booth,5,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,19,Josh Guinea,3,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,18,Tristan Booth,2,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,17,Josh Guinea,0,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,16,Tristan Booth,1,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,15,Josh Guinea,0,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,14,Tristan Booth,4,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,13,Josh Guinea,0,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,12,Tristan Booth,1,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,11,Nate Murphy,1,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,10,Matthew Blanch,6,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,9,Nate Murphy,1,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,8,Matthew Blanch,4,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,7,Nate Murphy,4,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,6,Matthew Blanch,9,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,5,Nate Murphy,4,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,4,Matthew Blanch,1,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,3,Nate Murphy,4,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,2,Matthew Blanch,4,0
14,3rd,1st CAS vs 1st RIC,1st CAS,1st RIC,1,Nate Murphy,0,1
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,80,Henry Robertson,7,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,79,Heath doherty,16,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,78,Henry Robertson,11,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,77,Muhammad Abdul Wasay,6,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,76,Henry Robertson,5,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,75,Heath doherty,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,74,Henry Robertson,5,1
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,73,Heath doherty,5,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,72,Henry Robertson,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,71,Heath doherty,1,1
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,70,Henry Robertson,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,69,Heath doherty,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,68,Henry Robertson,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,67,Heath doherty,3,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,66,Henry Robertson,6,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,65,Heath doherty,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,64,Henry Robertson,5,1
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,63,Krit Darji,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,62,Heath doherty,3,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,61,Krit Darji,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,60,H doherty,8,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,59,Krit Darji,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,58,Heath doherty,6,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,57,Krit Darji,8,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,56,Heath doherty,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,55,Krit Darji,9,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,54,Heath doherty,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,53,Krit Darji,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,52,Heath doherty,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,51,Krit Darji,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,50,Zachary Beniwal,7,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,49,Krit Darji,5,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,48,Zachary Beniwal,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,47,Krit Darji,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,46,Luay Miraz,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,45,Krit Darji,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,44,L Miraz,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,43,Muhammad Abdul Wasay,10,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,42,Luay Miraz,11,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,41,Muhammad Abdul Wasay,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,40,Krit Darji,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,39,J Badhaan,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,38,Muhammad Abdul Wasay,6,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,37,Paramvir Singh,5,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,36,Muhammad Abdul Wasay,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,35,Paramvir Singh,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,34,Muhammad Abdul Wasay,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,33,Paramvir Singh,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,32,Luay Miraz,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,31,Heath doherty,12,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,30,Luay Miraz,3,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,29,Heath doherty,7,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,28,Luay Miraz,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,27,Heath doherty,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,26,Henry Robertson,5,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,25,Heath doherty,3,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,24,Henry Robertson,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,23,Heath doherty,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,22,Henry Robertson,4,1
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,21,Heath doherty,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,20,Henry Robertson,5,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,19,Heath doherty,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,18,Henry Robertson,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,17,Heath doherty,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,16,Henry Robertson,1,1
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,15,Heath doherty,1,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,14,Henry Robertson,12,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,13,Heath doherty,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,12,Muhammad Abdul Wasay,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,11,Luay Miraz,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,10,Muhammad Abdul Wasay,0,1
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,9,Luay Miraz,3,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,8,Muhammad Abdul Wasay,0,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,7,Luay Miraz,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,6,Muhammad Abdul Wasay,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,5,Luay Miraz,8,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,4,Muhammad Abdul Wasay,5,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,3,Luay Miraz,4,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,2,Muhammad Abdul Wasay,2,0
14,3rd,1st FIT vs 1st ESS,1st ESS,1st FIT,1,Luay Miraz,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,67,James Heaney,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,66,Xavier Mitchell,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,65,James Heaney,8,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,64,Addison Forbes,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,63,Billy Rayner,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,62,Addison Forbes,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,61,Billy Rayner,2,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,60,Addison Forbes,6,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,59,Kepler Lukies,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,58,Addison Forbes,6,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,57,Kepler Lukies,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,56,Miller Childs,5,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,55,Kepler Lukies,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,54,Miller Childs,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,53,Kepler Lukies,3,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,52,Miller Childs,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,51,Kepler Lukies,2,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,50,Joel Maaskant,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,49,Kepler Lukies,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,48,Joel Maaskant,2,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,47,Edison Waghorn,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,46,J Maaskant,2,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,45,Edison Waghorn,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,44,Joel Maaskant,3,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,43,Edison Waghorn,1,1
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,42,J Maaskant,4,1
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,41,Edison Waghorn,2,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,40,K Lukies,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,39,Edison Waghorn,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,38,Kepler Lukies,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,37,Edison Waghorn,4,1
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,36,Kepler Lukies,2,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,35,Edison Waghorn,6,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,34,Kepler Lukies,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,33,Edison Waghorn,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,32,Kepler Lukies,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,31,Edison Waghorn,5,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,30,Kepler Lukies,4,1
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,29,Edison Waghorn,2,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,28,Kepler Lukies,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,27,Edison Waghorn,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,26,Kepler Lukies,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,25,Edison Waghorn,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,24,Kepler Lukies,0,1
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,23,Edison Waghorn,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,22,Kepler Lukies,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,21,Edison Waghorn,3,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,20,Kepler Lukies,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,19,Edison Waghorn,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,18,Joel Maaskant,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,17,Edison Waghorn,6,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,16,Joel Maaskant,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,15,Xavier Mitchell,5,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,14,Joel Maaskant,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,13,Xavier Mitchell,9,1
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,12,Joel Maaskant,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,11,Xavier Mitchell,2,1
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,10,Joel Maaskant,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,9,A Forbes,13,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,8,M Childs,6,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,7,Addison Forbes,4,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,6,Miller Childs,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,5,Addison Forbes,6,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,4,Miller Childs,6,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,3,Addison Forbes,0,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,2,Miller Childs,1,0
14,3rd,1st FIT vs 1st ESS,1st FIT,1st ESS,1,A Forbes,3,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,61,C Wolf,0,1
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,60,Thomas Cesaro,2,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,59,Charlie Wolf,7,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,58,Thomas Cesaro,8,1
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,57,Charlie Wolf,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,56,Kyle Williamson,7,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,55,Charlie Wolf,5,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,54,Kyle Williamson,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,53,Isaac Bepey,9,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,52,Kyle Williamson,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,51,Isaac Bepey,5,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,50,Kyle Williamson,8,1
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,49,I Bepey,11,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,48,Kyle Williamson,5,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,47,Fletcher Good,4,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,46,Kyle Williamson,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,45,Fletcher Good,4,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,44,Kyle Williamson,5,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,43,Fletcher Good,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,42,Kyle Williamson,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,41,Fletcher Good,8,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,40,Kyle Williamson,4,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,39,Fletcher Good,0,1
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,38,Kyle Williamson,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,37,Fletcher Good,3,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,36,Kyle Williamson,4,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,35,Fletcher Good,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,34,Kyle Williamson,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,33,Isaac Bepey,4,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,32,Kyle Williamson,2,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,31,Isaac Bepey,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,30,Kyle Williamson,3,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,29,Isaac Bepey,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,28,Sam Anderson,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,27,Fletcher Good,6,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,26,Sam Anderson,4,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,25,Fletcher Good,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,24,Sam Anderson,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,23,Fletcher Good,8,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,22,Sam Anderson,2,1
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,21,Thomas Kenny,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,20,Sam Anderson,4,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,19,Thomas Kenny,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,18,Thomas Cesaro,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,17,T Kenny,1,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,16,Thomas Cesaro,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,15,Thomas Kenny,5,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,14,Thomas Cesaro,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,13,Isaac Bepey,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,12,Thomas Cesaro,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,11,Isaac Bepey,3,1
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,10,Thomas Cesaro,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,9,Isaac Bepey,2,1
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,8,Thomas Cesaro,5,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,7,Isaac Bepey,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,6,Thomas Kenny,2,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,5,Isaac Bepey,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,4,Thomas Kenny,4,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,3,Isaac Bepey,0,2
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,2,Thomas Kenny,0,0
14,3rd,1st CAM vs 1st MEL,1st MEL,1st CAM,1,Isaac Bepey,0,1
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,47,Andrew Procopiou,4,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,46,Thomas Vanderslik,0,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,45,Simarjit Pawar,4,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,44,Thomas Vanderslik,4,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,43,Simarjit Pawar,6,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,42,Thomas Vanderslik,0,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,41,Simarjit Pawar,3,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,40,Thomas Vanderslik,9,1
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,39,DAKSH SAINI,24,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,38,Thomas Vanderslik,0,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,37,DAKSH SAINI,12,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,36,Thomas Vanderslik,7,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,35,DAKSH SAINI,3,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,34,Thomas Vanderslik,1,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,33,DAKSH SAINI,3,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,32,Thomas Vanderslik,2,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,31,Adam Rixon,6,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,30,Thomas Vanderslik,2,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,29,Adam Rixon,6,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,28,Thomas Vanderslik,6,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,27,Adam Rixon,3,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,26,Thomas Vanderslik,1,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,25,Adam Rixon,7,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,24,Thomas Vanderslik,2,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,23,Adam Rixon,3,1
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,22,Ronit Rehal,12,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,21,Adam Rixon,3,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,20,Ronit Rehal,14,1
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,19,Adam Rixon,8,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,18,Ronit Rehal,0,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,17,Adam Rixon,5,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,16,DAKSH SAINI,0,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,15,Ronit Rehal,0,1
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,14,Adam Rixon,5,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,13,Ronit Rehal,0,1
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,12,Adam Rixon,0,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,11,Max Burn,10,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,10,Adam Rixon,2,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,9,Max Burn,2,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,8,Andrew Procopiou,6,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,7,Simarjit Pawar,6,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,6,Andrew Procopiou,6,0
14,3rd,1st CAM vs 1st MEL,1st CAM,1st MEL,5,Simarjit Pawar,5,0
